trade_date,513100.SS,513100.SS_fact,513100.SS_ln,513100.SS_base,513100.SS_avgs128,513100.SS_avgs32,518800.SS,518800.SS_fact,518800.SS_ln,518800.SS_base,518800.SS_avgs128,518800.SS_avgs32,501018.SS,501018.SS_fact,501018.SS_ln,501018.SS_base,501018.SS_avgs128,501018.SS_avgs32,160723.SZ,160723.SZ_fact,160723.SZ_ln,160723.SZ_base,160723.SZ_avgs128,160723.SZ_avgs32,601398.SS,601398.SS_fact,601398.SS_ln,601398.SS_base,601398.SS_avgs128,601398.SS_avgs32,601988.SS,601988.SS_fact,601988.SS_ln,601988.SS_base,601988.SS_avgs128,601988.SS_avgs32,601939.SS,601939.SS_fact,601939.SS_ln,601939.SS_base,601939.SS_avgs128,601939.SS_avgs32,601288.SS,601288.SS_fact,601288.SS_ln,601288.SS_base,601288.SS_avgs128,601288.SS_avgs32,588000.SS,588000.SS_fact,588000.SS_ln,588000.SS_base,588000.SS_avgs128,588000.SS_avgs32,513180.SS,513180.SS_fact,513180.SS_ln,513180.SS_base,513180.SS_avgs128,513180.SS_avgs32
202608061400,2.244,1,3.11786969559146,1.0,1.250328021593971,1.8452201465731062,9.217,1,3.5566508518159,1.0,1.3004499168444907,2.0150895905373307,1.979,1,3.1406616624548693,1.0,1.2506345631127127,1.8470661749791688,2.087,1,3.060558330036429,1.0,1.2421280233196919,1.818046235472887,7.57,1,2.6311625517682504,1.0,1.1920660121403477,1.648704725838974,5.79,1,2.5908430364666364,1.0,1.1870559869166872,1.631866198888991,10.11,1,2.7899492300810382,1.0,1.2102550861439147,1.7102955051568982,6.5,1,3.1774386350040276,1.0,1.2567282449986898,1.8670033950142506,1.794,1,2.4970198530814076,1.0,1.1757955641874505,1.5939591115158471,0.61,1,1.8183391070327675,1.0,1.0978251452105043,1.3299820751361646
202608061331,2.244,1,3.11786969559146,1.0,1.250328021593971,1.8452201465731062,9.217,1,3.5566508518159,1.0,1.3004499168444907,2.0150895905373307,1.979,1,3.1406616624548693,1.0,1.2506345631127127,1.8470661749791688,2.087,1,3.060558330036429,1.0,1.2421280233196919,1.818046235472887,7.57,1,2.6311625517682504,1.0,1.1920660121403477,1.648704725838974,5.79,1,2.5908430364666364,1.0,1.1870559869166872,1.631866198888991,10.11,1,2.7899492300810382,1.0,1.2102550861439147,1.7102955051568982,6.5,1,3.1774386350040276,1.0,1.2567282449986898,1.8670033950142506,1.794,1,2.4970198530814076,1.0,1.1757955641874505,1.5939591115158471,0.61,1,1.8183391070327675,1.0,1.0978251452105043,1.3299820751361646
202608061100,2.244,1,3.11786969559146,1.0,1.250328021593971,1.8452201465731062,9.217,1,3.5566508518159,1.0,1.3004499168444907,2.0150895905373307,1.979,1,3.1406616624548693,1.0,1.2506345631127127,1.8470661749791688,2.087,1,3.060558330036429,1.0,1.2421280233196919,1.818046235472887,7.57,1,2.6311625517682504,1.0,1.1920660121403477,1.648704725838974,5.79,1,2.5908430364666364,1.0,1.1870559869166872,1.631866198888991,10.11,1,2.7899492300810382,1.0,1.2102550861439147,1.7102955051568982,6.5,1,3.1774386350040276,1.0,1.2567282449986898,1.8670033950142506,1.794,1,2.4970198530814076,1.0,1.1757955641874505,1.5939591115158471,0.61,1,1.8183391070327675,1.0,1.0978251452105043,1.3299820751361646
202608061031,2.244,1,3.11786969559146,1.0,1.250328021593971,1.8452201465731062,9.217,1,3.5566508518159,1.0,1.3004499168444907,2.0150895905373307,1.979,1,3.1406616624548693,1.0,1.2506345631127127,1.8470661749791688,2.087,1,3.060558330036429,1.0,1.2421280233196919,1.818046235472887,7.57,1,2.6311625517682504,1.0,1.1920660121403477,1.648704725838974,5.79,1,2.5908430364666364,1.0,1.1870559869166872,1.631866198888991,10.11,1,2.7899492300810382,1.0,1.2102550861439147,1.7102955051568982,6.5,1,3.1774386350040276,1.0,1.2567282449986898,1.8670033950142506,1.794,1,2.4970198530814076,1.0,1.1757955641874505,1.5939591115158471,0.61,1,1.8183391070327675,1.0,1.0978251452105043,1.3299820751361646
202608061000,2.244,1,3.11786969559146,1.0,1.250328021593971,1.8452201465731062,9.217,1,3.5566508518159,1.0,1.3004499168444907,2.0150895905373307,1.979,1,3.1406616624548693,1.0,1.2506345631127127,1.8470661749791688,2.087,1,3.060558330036429,1.0,1.2421280233196919,1.818046235472887,7.57,1,2.6311625517682504,1.0,1.1920660121403477,1.648704725838974,5.79,1,2.5908430364666364,1.0,1.1870559869166872,1.631866198888991,10.11,1,2.7899492300810382,1.0,1.2102550861439147,1.7102955051568982,6.5,1,3.1774386350040276,1.0,1.2567282449986898,1.8670033950142506,1.794,1,2.4970198530814076,1.0,1.1757955641874505,1.5939591115158471,0.61,1,1.8183391070327675,1.0,1.0978251452105043,1.3299820751361646
202608060931,2.243,1,3.1174239634690815,1.0,1.250328021593971,1.8452201465731062,9.33,1,3.568836261663625,1.0,1.3004499168444907,2.0150895905373307,1.96,1,3.1310144690768666,1.0,1.2506345631127127,1.8470661749791688,2.099,1,3.0662917427798613,1.0,1.2421280233196919,1.818046235472887,7.54,1,2.6271916663387582,1.0,1.1920660121403477,1.648704725838974,5.75,1,2.5839105996909915,1.0,1.1870559869166872,1.631866198888991,10.0,1,2.7790092900427044,1.0,1.2102550861439147,1.7102955051568982,6.49,1,3.175898988818435,1.0,1.2567282449986898,1.8670033950142506,1.75,1,2.4721878773802257,1.0,1.1757955641874505,1.5939591115158471,0.617,1,1.8297491737707983,1.0,1.0978251452105043,1.3299820751361646
202608041500,2.192,1,3.0944240770167792,0.993,3.0677900996457703,3.058604254116092,8.815,1,3.512056062654206,2.63,3.527452428898372,3.5134733046746627,1.958,1,3.129993539942759,0.856,3.0954241403997056,3.132077412104865,2.133,1,3.082360141430579,0.978,3.070467010854196,3.104677231732524,7.66,1,2.642981468071393,5.45,2.6304517975470185,2.66202330001319,5.82,1,2.5960110066250786,4.34,2.612147182821952,2.6202074786694336,10.1,1,2.788959620895872,6.21,2.7963600437607643,2.818823211533018,6.61,1,3.194220111966031,2.71,3.1826701246008047,3.2166914361360237,1.706,1,2.44672353851429,1.477,2.5516094907315248,2.4775729108631497,0.617,1,1.829749173770798,0.99,1.8004718749923525,1.815018725981308
202608041431,2.182,1,3.089851595341889,0.993,3.0675803832885187,3.057448775958005,8.814,1,3.511942613224168,2.63,3.527573660128641,3.513519022159193,1.944,1,3.122817701872688,0.856,3.095151940403304,3.132144633787514,2.137,1,3.084233678278376,0.978,3.0703733641567443,3.105397137871296,7.67,1,2.644286099698058,5.45,2.630353138723992,2.6626375526564736,5.82,1,2.5960110066250786,4.34,2.612274239327439,2.620988010025703,10.09,1,2.787969031414176,6.21,2.7964183148069446,2.8197865531664745,6.62,1,3.195731828051353,2.71,3.182579179818401,3.2174163175608617,1.709,1,2.448480493578257,1.477,2.5524353643710307,2.4785680519066613,0.615,1,1.826502417671928,0.99,1.8002413450807109,1.8145435502461635
202608041400,2.176,1,3.0870980369247065,0.993,3.0674050194140827,3.056403523719815,8.819,1,3.5125097317104164,2.63,3.527696739238125,3.513569874060323,1.979,1,3.1406616624548693,0.856,3.0949340997618124,3.13244550255896,2.149,1,3.089833319601739,0.978,3.070264227825078,3.106079830116229,7.67,1,2.644286099698058,5.45,2.6302434303698656,2.663229535009971,5.83,1,2.5977277452441334,4.34,2.6124022962778515,2.62179371981282,10.1,1,2.788959620895872,6.21,2.796484844597439,2.8208129248359035,6.63,1,3.1972412623002078,2.71,3.1824756156590865,3.2181158172224587,1.717,1,2.453150671360141,1.477,2.553253906660738,2.4795386183043515,0.614,1,1.8248750780125529,0.99,1.8000345649815674,1.8141577803292035
202608041331,2.173,1,3.085718409205303,0.993,3.0672499562840776,3.0554133781325605,8.829,1,3.513643004723818,2.63,3.527816321974564,3.5136040722006423,1.993,1,3.1477110370650982,0.856,3.094574040213048,3.1321804651429628,2.164,1,3.0967890629256005,0.978,3.070110140488254,3.106603911100567,7.66,1,2.642981468071393,5.45,2.6301328581704317,2.66384061356842,5.83,1,2.5977277452441334,4.34,2.6125178439237864,2.6225700415731,10.09,1,2.787969031414176,6.21,2.796544098327373,2.821840450769453,6.62,1,3.195731828051353,2.71,3.182359350724904,3.218789189961886,1.708,1,2.447895184811181,1.477,2.5540421211119235,2.4803898423993265,0.613,1,1.8232450858016216,0.99,1.7998389703907722,1.813812061049095
202608041100,2.171,1,3.0847975988271648,0.993,3.067104535394934,3.054435796485053,8.82,1,3.5126231168230726,2.63,3.527927922897798,3.513602816312798,1.978,1,3.140156229034961,0.856,3.094155638663032,3.131679478951926,2.151,1,3.0907635522269583,0.978,3.069900070232842,3.1069205191062115,7.67,1,2.644286099698058,5.45,2.6300316880137307,2.664513489229614,5.85,1,2.601152406125497,4.34,2.612634301393705,2.623371405970809,10.16,1,2.794882639198994,6.21,2.796611618539288,2.8229330772002688,6.66,1,3.2017559426547337,2.71,3.1822540556278454,3.219532975829968,1.667,1,2.42359769321346,1.477,2.5548779237599613,2.481438057160234,0.613,1,1.8232450858016216,0.99,1.799654670269427,1.8135077699280455
202608041031,2.172,1,3.085258110002699,0.993,3.066965219934838,3.053456383506275,8.814,1,3.511942613224168,2.63,3.528048433181851,3.513634419522144,1.951,1,3.126412057475415,0.856,3.0937934292900247,3.1314060354008606,2.13,1,3.080952681662699,0.978,3.0697357908470613,3.1074417115861874,7.67,1,2.644286099698058,5.45,2.6299194485516497,2.665165985666116,5.83,1,2.5977277452441334,4.34,2.612724710017864,2.624088147901303,10.16,1,2.794882639198994,6.21,2.7966252325498417,2.82383793003902,6.66,1,3.2017559426547337,2.71,3.182100497462279,3.22010642851304,1.666,1,2.422997633189454,1.477,2.5559116263626893,2.4833038753520653,0.613,1,1.8232450858016216,0.99,1.7994689189660238,1.813193662964382
202608041000,2.127,1,3.06432224414911,0.993,3.0668211814303667,3.052430521361229,8.82,1,3.5126231168230726,2.63,3.5281752506618327,3.5136889939188527,1.942,1,3.1217883657035737,0.856,3.093536589698014,3.131567131462972,2.129,1,3.080483087852708,0.978,3.0696474688721347,3.108296196422429,7.71,1,2.649487671894131,5.45,2.6298063253142767,2.665839530374763,5.85,1,2.601152406125497,4.34,2.612842796354665,2.6249384834708893,10.2,1,2.798811917338884,6.21,2.796638953757329,2.824771971679021,6.66,1,3.2017559426547337,2.71,3.181945730177299,3.2206983796697592,1.68,1,2.4313658828599705,1.477,2.556958193238069,2.485249238002472,0.613,1,1.8232450858016216,0.99,1.7992817050539325,1.8128694235180192
202608040931,2.127,1,3.06432224414911,0.993,3.066840858101873,3.0520469174003297,8.803,1,3.510693819283142,2.63,3.5282977084085947,3.5137233770509746,1.938,1,3.119726509303015,0.856,3.093314134768836,3.131882575519726,2.128,1,3.0800132734207635,0.978,3.069562149037642,3.109193393473065,7.82,1,2.6636540388761127,5.45,2.6296513540813646,2.6663670096805894,5.96,1,2.6197812259589908,4.34,2.61293484667143,2.625705776288483,10.23,1,2.8017487770121936,6.21,2.796621843807868,2.825609392786768,6.76,1,3.216659348157309,2.71,3.18178974425228,3.221309426025083,1.65,1,2.4133473773572924,1.477,2.557947109067818,2.4869874107490046,0.621,1,1.836211231798889,0.99,1.7990930170165491,1.812534724734677
