,equity
2014-03-03,1.1042259140707973
2014-03-04,1.0953651813711107
2014-03-05,1.1010180975403019
2014-03-06,1.0966905281722652
2014-03-07,1.1018358842437843
2014-03-10,1.0882547508527272
2014-03-11,1.0947025079705335
2014-03-12,1.098970418375914
2014-03-13,1.1065117165669291
2014-03-14,1.0948769639261418
2014-03-17,1.098445942696371
2014-03-18,1.0988425896630316
2014-03-19,1.1063979548411722
2014-03-20,1.094571292582898
2014-03-21,1.097912747901613
2014-03-24,1.0880585181762736
2014-03-25,1.0769767082856054
2014-03-26,1.0790767429916446
2014-03-27,1.0644833415514552
2014-03-28,1.0611418862327402
2014-03-31,1.0602407380816756
2014-04-01,1.0648730682944423
2014-04-02,1.075025036423692
2014-04-03,1.076500900711556
2014-04-04,1.0706835243911623
2014-04-08,1.0604257274754887
2014-04-09,1.0646327171112402
2014-04-10,1.0723443780728392
2014-04-11,1.0557083291473193
2014-04-14,1.057425557334045
2014-04-15,1.0533174762610436
2014-04-16,1.054807180996255
2014-04-17,1.058318772545776
2014-04-18,1.049634735765057
2014-04-21,1.0489393376788265
2014-04-22,1.053231395429981
2014-04-23,1.0559556005541948
2014-04-24,1.0560832027272995
2014-04-25,1.0598717720097097
2014-04-28,1.0535865210545998
2014-04-29,1.0547854076095744
2014-04-30,1.0558705324387918
2014-05-05,1.064270671262948
2014-05-06,1.0666259103151958
2014-05-07,1.058907329129923
2014-05-08,1.0497267241041337
2014-05-09,1.0506704063128995
2014-05-12,1.053969327573913
2014-05-13,1.0654408642075683
2014-05-14,1.064539716056504
2014-05-15,1.0674558307982043
2014-05-16,1.0618085907086166
2014-05-19,1.0639936935300585
2014-05-20,1.0643339659916702
2014-05-21,1.0605384764855863
2014-05-22,1.0662777049142504
2014-05-23,1.0675191255269267
2014-05-26,1.073662933861585
2014-05-27,1.0746986044094275
2014-05-28,1.0738112967057105
2014-05-29,1.0731871262875357
2014-05-30,1.0804091392277377
2014-06-03,1.0755749705956745
2014-06-04,1.0742706765782133
2014-06-05,1.0749542523584488
2014-06-06,1.0838396898757954
2014-06-09,1.0808256706884576
2014-06-10,1.076705882556999
2014-06-11,1.0806061931007802
2014-06-12,1.0797157112414697
2014-06-13,1.0786099422973492
2014-06-16,1.0783862742068044
2014-06-17,1.0781877491334642
2014-06-18,1.0719402331711112
2014-06-19,1.0862162288144384
2014-06-20,1.1008389885700383
2014-06-23,1.1036461016783008
2014-06-24,1.1047225371023501
2014-06-25,1.1051447302662352
2014-06-26,1.1103535253303447
2014-06-27,1.112518967687045
2014-06-30,1.1123204426137046
2014-07-01,1.103274194548824
2014-07-02,1.117765477276961
2014-07-03,1.1197114420459842
2014-07-04,1.126456580223834
2014-07-07,1.1275455871564852
2014-07-08,1.1212854996855306
2014-07-09,1.118407148028523
2014-07-10,1.1195045359669091
2014-07-11,1.1224808406284406
2014-07-14,1.1203656843061485
2014-07-15,1.120842354007309
2014-07-16,1.1184532435600638
2014-07-17,1.1169629959778642
2014-07-18,1.1195045359669091
2014-07-21,1.123860563697514
2014-07-22,1.1264314372066302
2014-07-23,1.1286052605690653
2014-07-24,1.1316611847850764
2014-07-25,1.1178702398486444
2014-07-28,1.1240884222909258
2014-07-29,1.126237102636157
2014-07-30,1.1262329121332895
2014-07-31,1.1223703161153145
2014-08-01,1.1104499068962936
2014-08-04,1.1156126064288625
2014-08-05,1.108947087805492
2014-08-06,1.1102010957885449
2014-08-07,1.1106400509638994
2014-08-08,1.1110287201048454
2014-08-11,1.1145361710048132
2014-08-12,1.1177822392884305
2014-08-13,1.1141014063323262
2014-08-14,1.1204159703405565
2014-08-15,1.1262664361562282
2014-08-18,1.1243204713872053
2014-08-19,1.12804739987485
2014-08-20,1.1336783881028445
2014-08-21,1.1233278460205027
2014-08-22,1.1267892013889296
2014-08-25,1.126375389230779
2014-08-26,1.1337412456458549
2014-08-27,1.1346107749908287
2014-08-28,1.128772880683759
2014-08-29,1.125079476219053
2014-09-01,1.1317868998710967
2014-09-02,1.1370082664438086
2014-09-03,1.1324956186685364
2014-09-04,1.1271243254014736
2014-09-05,1.1214480677852112
2014-09-09,1.1234228017165586
2014-09-10,1.1176820532843923
2014-09-11,1.1180434334200415
2014-09-12,1.1199292475262987
2014-09-15,1.1160417075346651
2014-09-16,1.111722018162971
2014-09-17,1.1153876213358676
2014-09-18,1.1180900608566529
2014-09-19,1.1254716493439025
2014-09-22,1.114060368752244
2014-09-23,1.1098973015806701
2014-09-24,1.1071835872477565
2014-09-25,1.1105773674390174
2014-09-26,1.1011817945017979
2014-09-29,1.1038465702484666
2014-09-30,1.1046213594912873
2014-10-08,1.0916741880937801
2014-10-09,1.1004090778306521
2014-10-10,1.0911873266582028
2014-10-13,1.0814855669905699
2014-10-14,1.07769779187627
2014-10-15,1.0786491162330278
2014-10-16,1.0777971854889845
2014-10-17,1.0734177342025863
2014-10-20,1.0773287982831525
2014-10-21,1.0804961543923315
2014-10-22,1.0930339613452122
2014-10-23,1.0885822799135938
2014-10-24,1.0924261929428112
2014-10-27,1.0962046048515302
2014-10-28,1.0940109245665703
2014-10-29,1.1002135696859363
2014-10-30,1.1038705937979094
2014-10-31,1.1234614799457736
2014-11-03,1.121946704800068
2014-11-04,1.123448450372393
2014-11-05,1.1157704000295932
2014-11-06,1.1139391416008853
2014-11-07,1.1185492382520679
2014-11-10,1.1329759850633805
2014-11-11,1.1657844706406388
2014-11-12,1.1553083072337984
2014-11-13,1.157566069556499
2014-11-14,1.1613664492500235
2014-11-17,1.1518685118006733
2014-11-18,1.139558583760914
2014-11-19,1.1442449449923908
2014-11-20,1.1378187327848406
2014-11-21,1.1474743522685853
2014-11-24,1.1433965835274091
2014-11-25,1.1559471531780683
2014-11-26,1.1704390018684268
2014-11-27,1.1786288700878027
2014-11-28,1.2191157934422354
2014-12-01,1.2203388638442534
2014-12-02,1.2439805821815182
2014-12-03,1.23418362569267
2014-12-04,1.2615594637071261
2014-12-05,1.3089342787003244
2014-12-08,1.3225937280529707
2014-12-09,1.2516685062681412
2014-12-10,1.272549491593599
2014-12-11,1.245262066044101
2014-12-12,1.2453434544602062
2014-12-15,1.2283538426140892
2014-12-16,1.2505328219444714
2014-12-17,1.2717691436896206
2014-12-18,1.268827335227834
2014-12-19,1.3075538817054677
2014-12-22,1.3625656470967331
2014-12-23,1.3288458170371487
2014-12-24,1.297841040746929
2014-12-25,1.3262968250647795
2014-12-26,1.3457084522972456
2014-12-29,1.3495563022268275
2014-12-30,1.364054691184395
2014-12-31,1.3875634730766293
2015-01-05,1.4083952093078536
2015-01-06,1.4058668021128768
2015-01-07,1.3965280307476846
2015-01-08,1.3759246178363571
2015-01-09,1.395314563169122
2015-01-12,1.3773087501704864
2015-01-13,1.367453810553509
2015-01-14,1.3792912847152612
2015-01-15,1.4081159756636923
2015-01-16,1.4203427452725115
2015-01-19,1.3414749708947182
2015-01-20,1.345282888246912
2015-01-21,1.3952416015845985
2015-01-22,1.3969009226184976
2015-01-23,1.4127952663380212
2015-01-26,1.4144603198586676
2015-01-27,1.403275927472467
2015-01-28,1.3953022028138113
2015-01-29,1.3844759996187905
2015-01-30,1.3790165030451278
2015-02-02,1.3854644234866276
2015-02-03,1.3916603015574909
2015-02-04,1.3887481355517681
2015-02-05,1.3905458565043356
2015-02-06,1.3923568699501083
2015-02-09,1.3729665848993904
2015-02-10,1.3720776616054942
2015-02-11,1.3763763181498494
2015-02-12,1.3774708888382294
2015-02-13,1.396422649114608
2015-02-16,1.4013865868089683
2015-02-17,1.4067151303273038
2015-02-25,1.408068026424953
2015-02-26,1.4207204999668226
2015-02-27,1.4206715635864606
2015-03-02,1.423830362694207
2015-03-03,1.409956878646301
2015-03-04,1.401681524803997
2015-03-05,1.3799513180007734
2015-03-06,1.3862920295099335
2015-03-09,1.4125673862873163
2015-03-10,1.396375084617082
2015-03-11,1.3924694747655824
2015-03-12,1.4143255527025174
2015-03-13,1.416490063285913
2015-03-16,1.4205645861382659
2015-03-17,1.433885874669161
2015-03-18,1.453845236615678
2015-03-19,1.4533343940806298
2015-03-20,1.4650994920554492
2015-03-23,1.4773623927711421
2015-03-24,1.4827044102579259
2015-03-25,1.4650203004485998
2015-03-26,1.4550903092175795
2015-03-27,1.4557194495347061
2015-03-30,1.4779951340594546
2015-03-31,1.4691899819464784
2015-04-01,1.4626786099185631
2015-04-02,1.454943572904205
2015-04-03,1.4576883394175613
2015-04-07,1.478406809114242
2015-04-08,1.4853976063351555
2015-04-09,1.485483568000117
2015-04-10,1.5010242916894365
2015-04-13,1.5319159428501217
2015-04-14,1.5222766692637024
2015-04-15,1.5393270312917078
2015-04-16,1.5624976925546594
2015-04-17,1.5721178243170952
2015-04-20,1.5321612001078861
2015-04-21,1.5453114300883297
