,equity
2013-08-01,1.0
2013-08-02,1.0
2013-08-05,1.0
2013-08-06,1.0
2013-08-07,1.0
2013-08-08,1.0
2013-08-09,1.0
2013-08-12,1.0
2013-08-13,1.0
2013-08-14,1.0
2013-08-15,1.0
2013-08-16,1.0
2013-08-19,1.0
2013-08-20,1.0
2013-08-21,1.0
2013-08-22,1.0
2013-08-23,1.0
2013-08-26,1.0
2013-08-27,1.0
2013-08-28,1.0
2013-08-29,1.0
2013-08-30,1.0
2013-09-02,1.0
2013-09-03,1.0
2013-09-04,1.0
2013-09-05,1.0
2013-09-06,1.0
2013-09-09,1.0
2013-09-10,1.0
2013-09-11,1.0
2013-09-12,1.0
2013-09-13,1.0
2013-09-16,1.0
2013-09-17,1.0
2013-09-18,1.0
2013-09-23,1.0
2013-09-24,1.0
2013-09-25,1.0
2013-09-26,1.0
2013-09-27,1.0
2013-09-30,1.0
2013-10-08,1.0
2013-10-09,1.0
2013-10-10,1.0
2013-10-11,1.0
2013-10-14,1.0
2013-10-15,1.0
2013-10-16,1.0
2013-10-17,1.0
2013-10-18,1.0
2013-10-21,1.0
2013-10-22,1.0
2013-10-23,1.0
2013-10-24,1.0
2013-10-25,1.0
2013-10-28,1.0
2013-10-29,1.0
2013-10-30,1.0
2013-10-31,1.0
2013-11-01,1.0
2013-11-04,1.0
2013-11-05,1.0
2013-11-06,1.0
2013-11-07,1.0
2013-11-08,1.0
2013-11-11,1.0
2013-11-12,1.0
2013-11-13,1.0
2013-11-14,1.0
2013-11-15,1.0
2013-11-18,1.0
2013-11-19,1.0
2013-11-20,1.0
2013-11-21,1.0
2013-11-22,1.0
2013-11-25,1.0
2013-11-26,1.0
2013-11-27,1.0
2013-11-28,1.0
2013-11-29,1.0
2013-12-02,1.0
2013-12-03,1.0
2013-12-04,1.0
2013-12-05,1.0
2013-12-06,1.0
2013-12-09,1.0
2013-12-10,1.0
2013-12-11,1.0
2013-12-12,1.0
2013-12-13,1.0
2013-12-16,1.0
2013-12-17,1.0
2013-12-18,1.0
2013-12-19,1.0
2013-12-20,1.0
2013-12-23,1.0
2013-12-24,1.0
2013-12-25,1.0
2013-12-26,1.0
2013-12-27,1.0
2013-12-30,1.0
2013-12-31,1.0
2014-01-02,1.0
2014-01-03,1.0
2014-01-06,1.0
2014-01-07,1.0
2014-01-08,1.0
2014-01-09,1.0
2014-01-10,1.0
2014-01-13,1.0
2014-01-14,1.0
2014-01-15,1.0
2014-01-16,1.0
2014-01-17,1.0
2014-01-20,1.0
2014-01-21,1.0
2014-01-22,1.0
2014-01-23,1.0
2014-01-24,1.0
2014-01-27,1.0
2014-01-28,1.0
2014-01-29,1.0
2014-01-30,1.0
2014-02-07,1.0
2014-02-10,1.0
2014-02-11,1.0
2014-02-12,1.0
2014-02-13,1.0
2014-02-14,1.0
2014-02-17,1.0
2014-02-18,1.0
2014-02-19,1.0
2014-02-20,1.0
2014-02-21,1.0
2014-02-24,1.0
2014-02-25,1.0
2014-02-26,1.0
2014-02-27,1.0
2014-02-28,1.0
2014-03-03,1.0
2014-03-04,1.0
2014-03-05,1.0
2014-03-06,1.0
2014-03-07,1.0
2014-03-10,1.0
2014-03-11,1.0
2014-03-12,1.0
2014-03-13,1.0
2014-03-14,1.0
2014-03-17,1.0
2014-03-18,1.000410753514472
2014-03-19,1.0054695145540609
2014-03-20,0.9976809354232553
2014-03-21,0.9999024705299158
2014-03-24,0.9933806850473809
2014-03-25,0.9861006818647584
2014-03-26,0.9874745903911137
2014-03-27,0.9778302322643844
2014-03-28,0.9756086971577239
2014-03-31,0.9756086971577239
2014-04-01,0.9756086971577239
2014-04-02,0.9756086971577239
2014-04-03,0.9756086971577239
2014-04-04,0.9756086971577239
2014-04-08,0.9756086971577239
2014-04-09,0.976274274876761
2014-04-10,0.9819576142210399
2014-04-11,0.9806693335075034
2014-04-14,0.9832865239740174
2014-04-15,0.9749408737535897
2014-04-16,0.9749859941632245
2014-04-17,0.9744834765875877
2014-04-18,0.9691588548352903
2014-04-21,0.9691588548352903
2014-04-22,0.9691588548352903
2014-04-23,0.9691588548352903
2014-04-24,0.9691588548352903
2014-04-25,0.9691588548352903
2014-04-28,0.9691588548352903
2014-04-29,0.9691588548352903
2014-04-30,0.9691588548352903
2014-05-05,0.9691588548352903
2014-05-06,0.9691588548352903
2014-05-07,0.9691588548352903
2014-05-08,0.9691588548352903
2014-05-09,0.9691588548352903
2014-05-12,0.9691588548352903
2014-05-13,0.9691588548352903
2014-05-14,0.9691588548352903
2014-05-15,0.9691588548352903
2014-05-16,0.9675692175741917
2014-05-19,0.9675692175741917
2014-05-20,0.9672037148188004
2014-05-21,0.9678533387481703
2014-05-22,0.9705225843536606
2014-05-23,0.9722458423715519
2014-05-26,0.9768305144049787
2014-05-27,0.9758415730967214
2014-05-28,0.9756110681540573
2014-05-29,0.9725309726783962
2014-05-30,0.9745263833704219
2014-06-03,0.9785010922541022
2014-06-04,0.9737333545298977
2014-06-05,0.9811854491110208
2014-06-06,0.9815113123312063
2014-06-09,0.9842517597678023
2014-06-10,0.9868292755943057
2014-06-11,0.9867731850146283
2014-06-12,0.9866102534045357
2014-06-13,0.9891877692310391
2014-06-16,0.9901199485697968
2014-06-17,0.9838815575465372
2014-06-18,0.9855005330536067
2014-06-19,0.9862478915446689
2014-06-20,0.9605588338782546
2014-06-23,0.9605588338782546
2014-06-24,0.9605588338782546
2014-06-25,0.9605588338782546
2014-06-26,0.9605588338782546
2014-06-27,0.9605588338782546
2014-06-30,0.9605588338782546
2014-07-01,0.9605588338782546
2014-07-02,0.9605588338782546
2014-07-03,0.9605588338782546
2014-07-04,0.9605588338782546
2014-07-07,0.9619253953019475
2014-07-08,0.9607913077037044
2014-07-09,0.9573020987248289
2014-07-10,0.9573020987248289
2014-07-11,0.9573020987248289
2014-07-14,0.9573020987248289
2014-07-15,0.9573020987248289
2014-07-16,0.9573020987248289
